(has gem1),(has gem2),(has gem3)
0.3300000000000002,0.3350000000000002,0.3350000000000002
0.32851724915813524,0.33860446979589204,0.3328782810459731
0.40858301815345827,0.17182544659690607,0.41959153524963555
0.43636399318886726,5.504139894760432e-5,0.5635809654121838
0.21846596084902944,1.8983467467991955e-8,0.7815340201675032
0.3650000000000002,0.0,0.6350000000000005
0.33690161305239863,0.0,0.6630983869476011
0.40500000000000025,0.0,0.5950000000000004
0.4933118850960809,0.0,0.5066881149039196
0.34898649125788844,0.0,0.6510135087421116
0.2437780554183943,0.0,0.7562219445816062
0.17000000000000007,0.0,0.8300000000000006
0.1269293361036381,0.0,0.8730706638963626
0.07194517186299168,0.0,0.9280548281370065
0.058853711299154114,0.0,0.9411462887008474
0.058113162962602494,0.0,0.9418868370373961
0.05847890224839491,0.0,0.9415210977516081
