(has gem1),(has gem2),(has gem3)
0.4761556660619839,0.08358151317612765,0.44026282076188966
0.5677399252539822,0.0013699004739384868,0.4308901742720798
0.5850785755756911,4.429966139247081e-8,0.41492138012464763
0.532499530622869,1.3062619943363249e-15,0.46750046937712886
0.04,0.0,0.9600000000000007
0.049999999999999996,0.0,0.9500000000000007
0.035519923815223085,0.0,0.9644800761847739
0.07964897637126486,0.0,0.9203510236287367
0.15000000000000005,0.0,0.8500000000000006
0.1467410853242931,0.0,0.8532589146757079
0.2217231753002203,0.0,0.7782768246997809
0.45603123166821447,0.0,0.5439687683317844
0.5483049702019622,0.0,0.4516950297980372
0.6300000000000004,0.0,0.3700000000000002
0.6399408596208563,0.0,0.36005914037914244
0.6636263128283552,0.0,0.3363736871716465
0.6950369684384807,0.0,0.30496303156151866
