(has gem1),(has gem2),(has gem3)
0.4846777909019166,0.08836780080700644,0.4269544082910759
0.5299041158777102,0.0040671325271020775,0.4660287515951879
0.5360791511704716,1.2882644644459668e-7,0.4639207200030808
0.5210330002156794,3.3728035289829588e-15,0.4789669997843165
0.2200000000000001,0.0,0.7800000000000006
0.3300000000000002,0.0,0.6700000000000005
0.3247354857515679,0.0,0.6752645142484315
0.5010475430840706,0.0,0.4989524569159285
0.6219707474949777,0.0,0.37802925250502245
0.6280279240240481,0.0,0.3719720759759515
0.7800000000000006,0.0,0.2200000000000001
0.9556222759422938,0.0,0.04437772405770315
0.991837099796267,0.0,0.008162900203735047
0.9993234284457819,0.0,0.0006765715542209227
0.9999705220950315,0.0,2.947790497008324e-5
0.9999963786327747,0.0,3.6213672280889222e-6
0.9999999936206508,0.0,6.379351769483313e-9
