(has gem1),(has gem2),(has gem3)
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.3959551567495211,0.41384710629700333,0.19019773695347503
0.4149567630186965,0.435655014441323,0.14938822253998058
0.4509644431178121,0.4855761773546802,0.0634593795275085
0.46574267815146414,0.4932273401985141,0.041029981650022314
0.4833326855697502,0.5110792095231713,0.0055881049070774505
0.4600609815776512,0.5337344962495787,0.006204522172770202
0.47500000000000064,0.5250000000000006,0.0
0.47500000000000064,0.5250000000000006,0.0
0.5134699291370143,0.48653007086298483,0.0
0.508333333333334,0.49166666666666736,0.0
0.48102986768134093,0.5189701323186602,0.0
0.45239326437941974,0.5476067356205797,0.0
0.44996429440132296,0.5500357055986768,0.0
0.45385565296315933,0.5461443470368412,0.0
0.4856532414162524,0.5143467585837469,0.0
0.49279167575106797,0.507208324248932,0.0
0.7036071605441278,0.296392839455872,0.0
0.866666666666666,0.13333333333333333,0.0
0.9791688269535642,0.02083117304643437,0.0
0.9882967550041254,0.01170324499587363,0.0
0.9886215473378203,0.011378452662180365,0.0
0.9883493583673197,0.011650641632679305,0.0
0.9881293992848325,0.011870600715168869,0.0
0.9798945020821639,0.020105497917835388,0.0
0.9756136228767185,0.024386377123281292,0.0
0.9756097625902888,0.024390237409711853,0.0
0.9943140547522485,0.005685945247751785,0.0
0.9999999999999989,0.0,0.0
