(has gem1),(has gem2),(has gem3)
0.3300000000000002,0.3300000000000002,0.3400000000000002
0.29971181672204045,0.34230457445667173,0.3579836088212892
0.262840089143897,0.3700424122786631,0.36711749857744
0.21950367059608433,0.40518017319414174,0.3753161562097741
0.17287173829278882,0.425463931310708,0.401664330396503
0.18660672630492142,0.4105830520468246,0.40281022164825436
0.19413277746323843,0.39900973824191066,0.40685748429485136
0.03069586716353216,0.46952543809315617,0.49977869474331166
0.022680803337080883,0.46159794833369033,0.5157212483292284
0.01870661857737196,0.4218756643973548,0.559417717025274
0.0,0.43000000000000027,0.5700000000000004
0.0,0.42518667054936865,0.5748133294506287
0.0,0.42427437137968155,0.575725628620319
0.0,0.45632651297242094,0.5436734870275783
0.0,0.5090009557120624,0.4909990442879372
0.0,0.4600000000000003,0.5400000000000004
0.0,0.4517276691267428,0.5482723308732567
0.0,0.4499858491311897,0.5500141508688097
0.0,0.4648819201131658,0.5351180798868339
0.0,0.4375392393957618,0.5624607606042368
0.0,0.421533050901147,0.5784669490988523
0.0,0.4275856445802199,0.5724143554197803
0.0,0.42543008687457984,0.5745699131254194
0.0,0.4115685084033588,0.5884314915966415
0.0,0.37262076523450915,0.627379234765491
0.0,0.2500000000000001,0.7500000000000006
0.0,0.29086429248106477,0.7091357075189364
0.0,0.3116723174091411,0.68832768259086
0.0,0.30000000000000016,0.7000000000000005
0.0,0.32141166495589424,0.6785883350441054
0.0,0.3380365290316437,0.6619634709683552
0.0,0.34884446842083194,0.6511555315791682
0.0,0.36694706626344414,0.6330529337365561
0.0,0.38406306474540125,0.6159369352545987
0.0,0.3809626120535581,0.6190373879464413
0.0,0.38095239823647525,0.6190476017635247
0.0,0.3816865610509552,0.618313438949045
0.0,0.37603374960780345,0.6239662503921967
0.0,0.29000000000000015,0.7100000000000005
0.0,0.2540357278488191,0.7459642721511793
0.0,0.20064518049931565,0.7993548195006855
0.0,0.17851421619447846,0.8214857838055218
0.0,0.1765935979497846,0.8234064020502141
0.0,0.17138456183371048,0.8286154381662911
0.0,0.16403725908476888,0.8359627409152319
0.0,0.18200485151909837,0.8179951484809008
0.0,0.015,0.9850000000000008
0.0,0.003157481919923851,0.9968425180800792
0.0,8.356441200449704e-7,0.9999991643558817
0.0,2.605814916151921e-10,0.9999999997394204
0.0,0.0,1.0000000000000007
0.0,0.0,1.000000000000001
