(has gem1),(has gem2),(has gem3)
0.33333333333333354,0.33333333333333354,0.33333333333333354
0.3041823955821569,0.35188393008408225,0.3439336743337614
0.29206304737137867,0.34172870024528584,0.3662082523833357
0.2743626263656836,0.3378256001541975,0.3878117734801187
0.2746202303532844,0.32852780274833987,0.3968519668983756
0.25581722025525294,0.33645035103340304,0.40773242871134363
0.23974267330061652,0.3375063415649386,0.4227509851344447
0.24851512461446634,0.3527513328244648,0.39873354256106935
0.23536945684563634,0.37503806758704195,0.38959247556732163
0.1981957025032238,0.4005194574594258,0.40128484003735
0.19910042966414632,0.41604356154757405,0.3848560087882795
0.18605796736141553,0.42684655304767366,0.3870954795909112
0.16670533287625475,0.4523301034414865,0.38096456368225895
0.1666667316516591,0.4523808669208575,0.38095240142748354
0.17017000329113327,0.461889999774115,0.36793999693475216
0.24166666666666664,0.483333333333334,0.275
0.29616949212633553,0.46206666719042133,0.24176384068324316
0.34328253749814974,0.46388788665486747,0.19282957584698276
0.33333333333333354,0.5416666666666672,0.12499999999999999
0.24792437301128167,0.616054605083132,0.13602102190558638
0.17717107617905808,0.6747339775785876,0.14809494624235484
0.11950374383175977,0.731247320828674,0.14924893533956568
