(has gem1),(has gem2),(has gem3)
0.3350000000000002,0.3350000000000002,0.3300000000000002
0.3743523237053532,0.348881564025513,0.276766112269134
0.39864290784420325,0.3599255011964253,0.241431590959371
0.44966128201614186,0.39030316591419817,0.16003555206965905
0.4859634248120268,0.3975043798295074,0.11653219535846637
0.5137719744986563,0.40888356203442705,0.07734446346691633
0.553047255852767,0.41558754402053305,0.031365200126699695
0.5484180564719404,0.43544017343485514,0.016141770093204007
0.5483871508314558,0.43548379551087657,0.016129053657667525
0.5379148629385374,0.4552872207309117,0.006797916330550896
0.5250000000000004,0.4750000000000003,0.0
0.5236253081271252,0.4763746918728758,0.0
0.552918006883721,0.44708199311628005,0.0
0.573013804391802,0.4269861956081973,0.0
0.5842712765978155,0.4157287234021855,0.0
0.5999730662339736,0.4000269337660258,0.0
0.6023021487485012,0.39769785125149854,0.0
0.6252100630444216,0.3747899369555787,0.0
0.6522837570006168,0.3477162429993823,0.0
0.6396147397500189,0.3603852602499811,0.0
0.6250000000000004,0.3750000000000002,0.0
0.6479984103161587,0.3520015896838418,0.0
0.7037649152576273,0.29623508474237364,0.0
0.7534525025898212,0.24654749741018026,0.0
0.8682232871744386,0.13177671282556058,0.0
