(has gem1),(has gem2),(has gem3)
0.3300000000000002,0.3400000000000002,0.3300000000000002
0.247172231956163,0.3744545261008801,0.3783732419429574
0.17713226113551722,0.3702648550424221,0.4526028838220612
0.10935883577523554,0.3882046946599886,0.5024364695647763
0.05885892078265462,0.40892249889651705,0.5322185803208281
0.01896097962266603,0.3973484032186151,0.5836906171587184
0.015161606316098543,0.3894173556738062,0.595421038010095
0.015305073382422,0.38511856147329615,0.5995763651442814
0.016431359028201323,0.3767888578623256,0.6067797831094733
0.0171344213454051,0.37901652691574983,0.6038490517388453
0.019566510060464608,0.3968169571228493,0.5836165328166864
0.015,0.3500000000000002,0.6350000000000005
0.016945926581258982,0.3389948033672939,0.6440592700514459
0.016949147126135693,0.3389830704075429,0.6440677824663219
0.012618840777547567,0.3290233385268158,0.6583578206956351
0.0,0.17500000000000007,0.8250000000000006
0.0,0.16645002558374358,0.8335499744162552
0.0,0.075,0.9250000000000007
0.0,0.009945191547624127,0.9900548084523737
